force_id	neighbourhood_id	station_name	latitude	longitude	postcode	address
bedfordshire	60	Lime Street Community Hub			MK40 1LA	Lime Street, Bedford
bedfordshire	61	Police HQ			MK43 9AX	Woburn Road, Kempston
bedfordshire	62	Police HQ			MK43 9AX	Woburn Road, Kempston
bedfordshire	63	Police HQ			MK43 9AX	Woburn Road, Kempston
bedfordshire	64	Police HQ			MK43 9AX	Woburn Road, Kempston,
bedfordshire	65	Dunstable Police Station,			LU6 1SJ	West Street, Dunstable,
bedfordshire	66	Police HQ			MK43 9AX	Woburn Road, Kempston
bedfordshire	67	Dunstable Police Station 			LU6 1SJ	West Street,  Dunstable
bedfordshire	68	Police HQ			MK43 9AX	Woburn Road, Kempston
bedfordshire	69	Dunstable Police Station 			LU6 1SJ	West Street,  Dunstable
cambridgeshire	CamCity_Cambridge_City	Parkside Police Station				Parkside, Cambridge CB1 1JG
cambridgeshire	CamCity_North_City	Parkside Police Station				Parkside, Cambridge CB1 1JG
cambridgeshire	CamCity_South_City	Parkside Police Station				Parkside, Cambridge CB1 1JG
cambridgeshire	ECambs_Ely_City	Ely Police Station				Nutholt Lane, Ely CB7 4PL
cambridgeshire	ECambs_Littleport_and_West	Ely Police Station				Nutholt Lane, Ely CB7 4PL
cambridgeshire	ECambs_Soham_and_South	Ely Police Station				Nutholt Lane, Ely CB7 4PL
cambridgeshire	Fenland_March_and_Chatteris	March Police Station				Burrowmoor Road, March PE15 9RB
cambridgeshire	Fenland_Whittlesey	Whittlesey Police Station				Queen Street, Whittlesey PE7 1AY
cambridgeshire	Fenland_Wisbech	Wisbech Police Station				Nene Parade, Wisbech PE13 3BT
cambridgeshire	Hunts_Huntingdon_and_Yaxley	Huntingdon Police Station				Ferrars Road, Huntingdon PE29 3DQ
cambridgeshire	Hunts_St_Ives_and_Ramsey					
cambridgeshire	Hunts_St_Neots	St Neots Police Station				Dovehouse Close, St Neots PE19 1DS
cambridgeshire	Peterborough	Thorpe Wood Police Station			PE3 6SD	Thorpe Wood, Longthorpe, Peterborough 
cambridgeshire	SCambs_Cambourne	Cambourne Police Station				Sackville Way, Great Cambourne, Cambridge CB23 6EG
cambridgeshire	SCambs_Histon	Histon Police Station				15 Mowlam Close, Impington, Cambridge CB24 9NA
cambridgeshire	SCambs_Sawston	Sawston Police Station				4 Cambridge Road, Sawston CB22 3DG
cheshire	LP0001	Chester Town Hall Police Station	53.1917	-2.89274		Chester Town Hall Police Station, Northgate Street, Chester, CH1 2HJ
cheshire	LP0002					
cheshire	LP0003					
cheshire	LP0004					
cheshire	LP0005					
cheshire	LP0006					
cheshire	LP0007					
cheshire	LP0008					
cheshire	LP0009					
cheshire	LP0010	Ellesmere Port Police Station	53.2767	-2.90516		Ellesmere Port Police Station, 4 Stanney Lane, Ellesmere Port, CH65 9ER
cheshire	LP0011	Ellesmere Port Police Station	53.2767	-2.90516		Ellesmere Port Police Station, 4 Stanney Lane, Ellesmere Port, CH65 9ER
cheshire	LP0012					
cheshire	LP0013					
cheshire	LP0014	Macclesfield Police Station	53.2616	-2.12484		Macclesfield Police Station, Brunswick Street, Macclesfield, SK10 1HQ
cheshire	LP0015					
cheshire	LP0016					
cheshire	LP0017	Northwich Police Station	53.2612	-2.51063		Northwich Police Station, Chester Way, Northwich, CW9 5EP
cheshire	LP0018	Northwich Police Station	53.2612	-2.51063		Northwich Police Station, Chester Way, Northwich, CW9 5EP
cheshire	LP0019	Winsford Police Station	53.1935	-2.52551		Winsford Police Station, Collingham Way, Winsford, CW7 2WA
cheshire	LP0020					
cheshire	LP0021					
cheshire	LP0022					
cheshire	LP0023					
cheshire	LP0024					
cheshire	LP0025					
cheshire	LP0026					
cheshire	LP0027					
cheshire	LP0028					
cheshire	LP0029					
city-of-london	cp	Snow Hill Police Station			EC1A 2DP	5 Snow Hill London
cleveland	Berwick Hills	Berwick Hills Police Office			TS3 7RL	c/o Housing Office, Crossfell Road, Middlesbrough
cleveland	Billingham	Billingham Police Station			TS23 2LN	Wynyard House, New Town Centre, Billingham
cleveland	Central Sector	Middlesbrough District Main Police Station			TS2 1AB	Bridge Street West, Middlehaven, Middlesbrough
cleveland	Coulby Newham Sector	Coulby Newham Police Station			TS8 9NN	Bickley Way, Coulby Newham, Middlesbrough
cleveland	Hartlepool	Hartlepool District Main Police Station			TS24 8AJ	Avenue Road, Hartlepool
cleveland	Stockton Town Centre Sector	Stockton Main Police Station			TS18 1TZ	Stockton Police Station, Thistle Green, The Square, Stockton-on-Tees
cleveland	Thornaby	Thornaby Police Station			TS17 0AS	Millbank Lane, Thornaby - on - Tees
devon-and-cornwall	CIOS.4001	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4002	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4003	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4004	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4005	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4006	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4007	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4008	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4009	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4010	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4011	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4012	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4013	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4014	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4015	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4016	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4017	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4018	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4019	Isles of Scilly Police enquiry office	49.9146	-6.31772	TR21 0JD	Devon & Cornwall Police Garrison Lane Hughtown  St Marys Isles of Scilly Cornwall TR21 0JD
devon-and-cornwall	CIOS.4020	Camborne Police enquiry office	50.2097	-5.30029	TR14 8SY	Devon & Cornwall Police Police Station South Terrace Camborne Cornwall TR14 8SY
devon-and-cornwall	CIOS.4021	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4025	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4028	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4030	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4031	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4032	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4033	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4034	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4035	St Austell Police enquiry office	50.3397	-4.78718	PL25 4AL	Devon & Cornwall Police Police Station 1 Palace Road St. Austell Cornwall PL25 4AL
devon-and-cornwall	CIOS.4036	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4037	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4038	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4039	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4040	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4042	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4044	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4045	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4046	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4048	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4049	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4052	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4053	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4054	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4055	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4056	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4057	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4058	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4059	Bodmin Police Hub	50.4669	-4.70088	PL31 2FJ	Devon & Cornwall Police Bodmin Police Station Tollgate Road Bodmin Cornwall PL31 2FJ
devon-and-cornwall	CIOS.4060	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	CIOS.4061	Plymouth Police enquiry office (Charles Cross)	50.3726	-4.13609	PL4 8HG	Devon & Cornwall Police Charles Cross Police Station Plymouth Devon PL4 8HG
devon-and-cornwall	CIOS.4062	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	CIOS.4063	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	CIOS.4064	Plymouth Police enquiry office (Charles Cross)	50.3726	-4.13609	PL4 8HG	Devon & Cornwall Police Charles Cross Police Station Plymouth Devon PL4 8HG
devon-and-cornwall	CIOS.4065	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4066	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	CIOS.4068	Truro Police enquiry office	50.2655	-5.05477	TR1 1XU	Devon and Cornwall Police Pydar House Pydar Street Truro Cornwall TR1 1XU
devon-and-cornwall	DEV.4001	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4002	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4006	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	DEV.4007	Plymouth Police enquiry office (Charles Cross)	50.3726	-4.13609	PL4 8HG	Devon & Cornwall Police Charles Cross Police Station Plymouth Devon PL4 8HG
devon-and-cornwall	DEV.4008	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	DEV.4009	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4010	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4011	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4012	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4013	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	DEV.4014	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4015	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4016	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4017	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	DEV.4018	Plymouth Police enquiry office (Charles Cross)	50.3726	-4.13609	PL4 8HG	Devon & Cornwall Police Charles Cross Police Station Plymouth Devon PL4 8HG
devon-and-cornwall	DEV.4019	Plymouth Police enquiry office (Crownhill)	50.4103	-4.13328	PL6 5HT	Devon & Cornwall Police Crownhill Police Station Budshead Way Crownhill Plymouth Devon PL6 5HT
devon-and-cornwall	DEV.4020	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4021	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4022	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4023	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4024	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4025	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4026	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4027	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4028	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4029	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4030	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4031	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4032	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4033	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4034	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4035	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4036	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4037	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4038	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4039	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4040	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4041	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4042	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4043	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4044	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4045	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4046	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4047	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4048	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4049	Torquay Police enquiry office	50.4705	-3.54044	TQ2 5AH	Devon & Cornwall Police Torquay Police Station South Street Torquay Devon TQ2 5AH
devon-and-cornwall	DEV.4050	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4051	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4052	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4053	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4054	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4055	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4056	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4057	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
devon-and-cornwall	DEV.4058	Exeter Police enquiry office	50.7242	-3.51729	EX1 2LR	Devon & Cornwall Police Heavitree Road Exeter Devon EX1 2LR
